Mean_price,mileage_means
7503.00758309132,122582.28460793804
10722.84963666853,128293.73951928451
4103.694840139285,125628.36340614119
11801.203254732647,124295.91497841249
10759.30352393617,126575.79787234042
4945.831490490933,122925.69659442724
